colonia,municipio
Campo Alegre,San Luis Potosí
Charco Blanco,San Luis Potosí
Cuatro Vientos (Buenos Aires),San Luis Potosí
El Rebaje,San Luis Potosí
El Refugio,San Luis Potosí
El Minguinero,San Luis Potosí
La Villita,San Luis Potosí
Lamparito,San Luis Potosí
Lechuguillas,San Luis Potosí
Los Cajones,San Luis Potosí
Los Ramos (Ejido San Juanico Grande),San Luis Potosí
Luisa López Puente,San Luis Potosí
Palma de la Cruz,San Luis Potosí
Tanque de Alemán,San Luis Potosí
Tanque el Mezquite,San Luis Potosí
González,San Luis Potosí
Terrones (Sangre de Cristo),San Luis Potosí
San Rafael Número Dos,San Luis Potosí
La Manta,San Luis Potosí
El Chaparral,San Luis Potosí
La Casa Orillera (Pozo Cinco),San Luis Potosí
Los Pinos [Lubricantes y Servicios],San Luis Potosí
Los Verdes,San Luis Potosí
Palmar de las Flores (El Pozo Seis),San Luis Potosí
Pozo Cinco,San Luis Potosí
Pozo Cuatro Blanco de Bocas,San Luis Potosí
Pozo Dos,San Luis Potosí
Dos de Jarillas,San Luis Potosí
Rancho el Gallo (San Carlos),San Luis Potosí
San Carlos,San Luis Potosí
Rancho San Antonio,San Luis Potosí
Rancho San Francisco,San Luis Potosí
San Isidro (Ejido de González),San Luis Potosí
Terroncitos (Los Contreras),San Luis Potosí
Los Urbanos,San Luis Potosí
La Mantequilla,San Luis Potosí
El Arbolito,San Luis Potosí
El Coro (Fracción la Mantequilla),San Luis Potosí
El Pozo la Lagunita,San Luis Potosí
El Retiro,San Luis Potosí
La Loma,San Luis Potosí
La Presita de las Águilas,San Luis Potosí
Lagunita del Berrendo (Los Desmontes),San Luis Potosí
Las Manguitas,San Luis Potosí
Los Muñiz,San Luis Potosí
Los Rodríguez,San Luis Potosí
Mano Blanca,San Luis Potosí
Palmeras,San Luis Potosí
Pozo Terrero,San Luis Potosí
Rancho Arriba,San Luis Potosí
Tanque Blanco,San Luis Potosí
Tanque de Palmas,San Luis Potosí
Terrero Norte,San Luis Potosí
Yerbabuena,San Luis Potosí
Los Salazares (Las Pulcatras),San Luis Potosí
Capulines,San Luis Potosí
San José de Buenavista,San Luis Potosí
El Charquillo (Capulines),San Luis Potosí
La Casa Colorada,San Luis Potosí
Rancho la Ilusión (Cerro del Coloradito),San Luis Potosí
Santiago Arroyo,San Luis Potosí
Don Antonio,San Luis Potosí
San Juanico el Grande,San Luis Potosí
Las Vegas (El Garambullal),San Luis Potosí
Los García Dos,San Luis Potosí
San Benito,San Luis Potosí
Unión Antorchista,San Luis Potosí
Nuevo México,San Luis Potosí
Colonia la Unión,San Luis Potosí
Agustín Chávez Ramírez,San Luis Potosí
Colonia de Comité Movimiento Amplio Popular,San Luis Potosí
El Garambullal (Camino Hondo),San Luis Potosí
Ejido Maravillas,San Luis Potosí
Fracción la Angostura Norte,San Luis Potosí
Fracción los Graneros,San Luis Potosí
Fracción Milpillas,San Luis Potosí
Los García,San Luis Potosí
Los Vargas,San Luis Potosí
María Justa Pérez Barbosa (Ejido Maravillas),San Luis Potosí
El Caracol,San Luis Potosí
Tomza [Gasera],San Luis Potosí
Pozo Número Uno (Ejido Maravillas),San Luis Potosí
Rancho la Herradura,San Luis Potosí
Rancho los Olivos,San Luis Potosí
Rinconada,San Luis Potosí
Ruperto Muñoz Hernández,San Luis Potosí
San Juanico Chico,San Luis Potosí
Tanque el Huizache,San Luis Potosí
Tanque Uresti,San Luis Potosí
Tomás Hernández (Ejido de Maravillas),San Luis Potosí
Torres de Maravillas,San Luis Potosí
Aeropuerto Internacional Ponciano Arriaga,San Luis Potosí
Río de Plata,San Luis Potosí
El Hacha,San Luis Potosí
El Minguinero,San Luis Potosí
Jorge Ramos,San Luis Potosí
Josefina Arias (Ejido Milpillas),San Luis Potosí
Rancho de Fermín,San Luis Potosí
Piquito de Oro,San Luis Potosí
La Amapola,San Luis Potosí
San Sebastián,San Luis Potosí
Escalerillas,San Luis Potosí
La Maroma,San Luis Potosí
Casa Blanca,San Luis Potosí
Mesa de los Conejos,San Luis Potosí
Insurgentes,San Luis Potosí
Las Pilitas,San Luis Potosí
Pozuelos,San Luis Potosí
Revolución,San Luis Potosí
El Peaje [Centro Acuícola],San Luis Potosí
El Potosí [Centro Deportivo],San Luis Potosí
San Nicolás de los Jassos,San Luis Potosí
Bosques la Florida,San Luis Potosí
Arturo Medina (Rancho Seis Hermanos),San Luis Potosí
Barrio Casanova,San Luis Potosí
El Pozo de Santa Rita (El Zacatón),San Luis Potosí
El Real,San Luis Potosí
La Libertad (Pozos),San Luis Potosí
La Pasadita,San Luis Potosí
Alejandro Cueto,San Luis Potosí
Las Granjas,San Luis Potosí
Bosque Azul,San Luis Potosí
Rancho de la Palma Gacha,San Luis Potosí
Rancho el Olvido,San Luis Potosí
Los Gómez,San Luis Potosí
Rancho las Águilas,San Luis Potosí
Rancho Tanque Tenorio,San Luis Potosí
Olinda,San Luis Potosí
Laguna de Santa Rita,San Luis Potosí
Villa de Pozos,San Luis Potosí
Santa Ana,San Luis Potosí
Bosques de Santa Rita,San Luis Potosí
Granadas,San Luis Potosí
San Miguel de La Colina,San Luis Potosí
Tanque el Jagüey,San Luis Potosí
Urbi Villareal,San Luis Potosí
Buenaventura,San Luis Potosí
La Campiña,San Luis Potosí
Panalillo,San Luis Potosí
Drada 4,San Luis Potosí
Drada 3,San Luis Potosí
Alterezza,San Luis Potosí
Ananda,San Luis Potosí
Aura,San Luis Potosí
Deván Residencial,San Luis Potosí
Portus,San Luis Potosí
Residencial Barbelo,San Luis Potosí
Verenna Residencial,San Luis Potosí
Zimelí,San Luis Potosí
Privada Tesalia,San Luis Potosí
San Ignacio,San Luis Potosí
Amal Residencial,San Luis Potosí
Meraki Residencial,San Luis Potosí
Buenaventura Residencial,San Luis Potosí
Sonus,San Luis Potosí
Colinas de San Luis,San Luis Potosí
Ciudad Satélite,San Luis Potosí
La Presilla,San Luis Potosí
Los Blancos (Enrique Tapia),San Luis Potosí
Miguel Barral Pontones,San Luis Potosí
Rancho las Maravillas,San Luis Potosí
Noria de San José,San Luis Potosí
Bosque de las Flores,San Luis Potosí
El Guerrero,San Luis Potosí
El Lindero (Santiago Gutiérrez Alvizu),San Luis Potosí
Eusebio Rodríguez (La Noria),San Luis Potosí
Francisco Ponce (La Noria),San Luis Potosí
García,San Luis Potosí
Rancho MG,San Luis Potosí
San Antonio,San Luis Potosí
El Jaralito,San Luis Potosí
Parque Industrial DIDSA,San Luis Potosí
Parque Industrial del Centro,San Luis Potosí
Cerritos la Pila,San Luis Potosí
El Banco,San Luis Potosí
La Pila,San Luis Potosí
Los Abuelos,San Luis Potosí
Moisés García Loredo,San Luis Potosí
Comedor 57,San Luis Potosí
Olivia Martínez Mata,San Luis Potosí
Rancho las Bombas,San Luis Potosí
Jarillas de Gómez,San Luis Potosí
Arroyos,San Luis Potosí
La Pila,San Luis Potosí
El Terrero Sur,San Luis Potosí
Parque Logístico Interpuerto,San Luis Potosí
Los Barrón,San Luis Potosí
Palma China,San Luis Potosí
Gran Peñón,San Luis Potosí
Emiliano Zapata,San Luis Potosí
El Peñón,San Luis Potosí
El Zapote (San Juan de Guadalupe),San Luis Potosí
Fracción el Aguaje,San Luis Potosí
Joyas del Aguaje,San Luis Potosí
La Cantera,San Luis Potosí
Cañada del Lobo,San Luis Potosí
El Maguey Blanco,San Luis Potosí
Ninguno [Campamento CONAGUA],San Luis Potosí
Los Viñedos,Soledad de Graciano Sánchez
San Pablo,Soledad de Graciano Sánchez
Las Cruces,Soledad de Graciano Sánchez
El Roble,Soledad de Graciano Sánchez
Nogalia,Soledad de Graciano Sánchez
Puesta del Sol,Soledad de Graciano Sánchez
Privada Villa Verona,Soledad de Graciano Sánchez
Grand Soledad,Soledad de Graciano Sánchez
Paseo de San Fernando,Soledad de Graciano Sánchez
Caldera,Soledad de Graciano Sánchez
Villa Dorada,Soledad de Graciano Sánchez
Cantagua Privada Residencial,Soledad de Graciano Sánchez
Los Lirios,Soledad de Graciano Sánchez
Expropiación Petrolera,Soledad de Graciano Sánchez
La Rivera,Soledad de Graciano Sánchez
Las Flores,Soledad de Graciano Sánchez
Los Ángeles,Soledad de Graciano Sánchez
Pipila,Soledad de Graciano Sánchez
Rancho Nuevo,Soledad de Graciano Sánchez
San Juanita,Soledad de Graciano Sánchez
Soledad de Graciano Sánchez Centro,Soledad de Graciano Sánchez
Las Higueras,Soledad de Graciano Sánchez
María Fernanda,Soledad de Graciano Sánchez
San Gerardo,Soledad de Graciano Sánchez
Textil,Soledad de Graciano Sánchez
Rinconada de las Flores,Soledad de Graciano Sánchez
Las Huertas,Soledad de Graciano Sánchez
Privada Nuestra Señora de La Soledad,Soledad de Graciano Sánchez
Escontria,Soledad de Graciano Sánchez
El Zapote,Soledad de Graciano Sánchez
Arboledas de Soledad,Soledad de Graciano Sánchez
16 de Septiembre,Soledad de Graciano Sánchez
Los Olivos,Soledad de Graciano Sánchez
Francisco Villa,Soledad de Graciano Sánchez
Las Capillas,Soledad de Graciano Sánchez
Luis Donaldo Colosio,Soledad de Graciano Sánchez
Ma. Laura,Soledad de Graciano Sánchez
Villas de Soledad,Soledad de Graciano Sánchez
Residencial Los Laureles,Soledad de Graciano Sánchez
Puerta Real,Soledad de Graciano Sánchez
Buenaventura,Soledad de Graciano Sánchez
Las Canteras,Soledad de Graciano Sánchez
Los Pirules,Soledad de Graciano Sánchez
Privada Centenario,Soledad de Graciano Sánchez
Residencial Las Flores,Soledad de Graciano Sánchez
Villas del Sol,Soledad de Graciano Sánchez
Fracción Rivera,Soledad de Graciano Sánchez
El Jaralito,Soledad de Graciano Sánchez
Bosques del Márquez,Soledad de Graciano Sánchez
El Laurel,Soledad de Graciano Sánchez
El Márquez,Soledad de Graciano Sánchez
Nogales Residencial,Soledad de Graciano Sánchez
Huerta del Ángel,Soledad de Graciano Sánchez
Campo Bello,Soledad de Graciano Sánchez
Portón de San José,Soledad de Graciano Sánchez
Valle de San Patricio,Soledad de Graciano Sánchez
Portón de San Carlos,Soledad de Graciano Sánchez
Monte Verde,Soledad de Graciano Sánchez
Portones del Real,Soledad de Graciano Sánchez
Portón Naranja,Soledad de Graciano Sánchez
Mezquite,Soledad de Graciano Sánchez
Toscana Residencial,Soledad de Graciano Sánchez
La Constancia,Soledad de Graciano Sánchez
La Raza,Soledad de Graciano Sánchez
Arboledas,Soledad de Graciano Sánchez
Los Fresnos,Soledad de Graciano Sánchez
Morelos,Soledad de Graciano Sánchez
Potrero de Adentro,Soledad de Graciano Sánchez
San Felipe,Soledad de Graciano Sánchez
Lomas de San Felipe,Soledad de Graciano Sánchez
Privada San Jorge,Soledad de Graciano Sánchez
Valle de Santiago,Soledad de Graciano Sánchez
San José,Soledad de Graciano Sánchez
Privada San Lorenzo,Soledad de Graciano Sánchez
Santo Tomás,Soledad de Graciano Sánchez
Valle de Bellavista,Soledad de Graciano Sánchez
Santa Lucía,Soledad de Graciano Sánchez
Valle del Ecuestre,Soledad de Graciano Sánchez
Vizcaya,Soledad de Graciano Sánchez
Villas de San Lorenzo,Soledad de Graciano Sánchez
Las Hadas,Soledad de Graciano Sánchez
La Cofradía,Soledad de Graciano Sánchez
Santa Teresa,Soledad de Graciano Sánchez
Covadonga,Soledad de Graciano Sánchez
Hacienda del Barranco,Soledad de Graciano Sánchez
Las Américas,Soledad de Graciano Sánchez
Privada de Los Pinos,Soledad de Graciano Sánchez
Residencial Santiago,Soledad de Graciano Sánchez
San José del Barro,Soledad de Graciano Sánchez
Privada Fresnos,Soledad de Graciano Sánchez
Urbana Morelos,Soledad de Graciano Sánchez
La Misión,Soledad de Graciano Sánchez
Hacienda de Santo Tomás,Soledad de Graciano Sánchez
La Hacienda,Soledad de Graciano Sánchez
Privada Puerta Socorro,Soledad de Graciano Sánchez
El Toro,Soledad de Graciano Sánchez
Paseo de San Francisco,Soledad de Graciano Sánchez
Valle de la Virgen,Soledad de Graciano Sánchez
Del Prado Residencial,Soledad de Graciano Sánchez
Letto,Soledad de Graciano Sánchez
Mazzada Residencial,Soledad de Graciano Sánchez
Muretto,Soledad de Graciano Sánchez
Spello Residencial,Soledad de Graciano Sánchez
Vittanova Residencial,Soledad de Graciano Sánchez
Arcano Residencial,Soledad de Graciano Sánchez
El Canto Residencial,Soledad de Graciano Sánchez
Central,Soledad de Graciano Sánchez
El Morro,Soledad de Graciano Sánchez
Escobillal,Soledad de Graciano Sánchez
Providencia,Soledad de Graciano Sánchez
Rancho Pavón INFONAVIT,Soledad de Graciano Sánchez
Villas del Morro,Soledad de Graciano Sánchez
San Francisco,Soledad de Graciano Sánchez
La Loma,Soledad de Graciano Sánchez
La Lomita 1a Sección,Soledad de Graciano Sánchez
San Pedro INFONAVIT,Soledad de Graciano Sánchez
Hogares Populares Pavón 2a Sección,Soledad de Graciano Sánchez
Hogares Populares Pavón 1a Sección,Soledad de Graciano Sánchez
Privada San Pedro,Soledad de Graciano Sánchez
Rinconada San Pedro,Soledad de Graciano Sánchez
La Lomita 2a Sección,Soledad de Graciano Sánchez
La Lomita 3a Sección,Soledad de Graciano Sánchez
San Andrés,Soledad de Graciano Sánchez
Privada Chapultepec,Soledad de Graciano Sánchez
Los Agaves,Soledad de Graciano Sánchez
Conjunto las Aves,Soledad de Graciano Sánchez
Arcos de San Pedro,Soledad de Graciano Sánchez
Hacienda las Margaritas,Soledad de Graciano Sánchez
Real Providencia,Soledad de Graciano Sánchez
La Virgen,Soledad de Graciano Sánchez
El Barranco,Soledad de Graciano Sánchez
Hacienda San Miguel,Soledad de Graciano Sánchez
La Huerta,Soledad de Graciano Sánchez
Niños Héroes,Soledad de Graciano Sánchez
Residencial Pavón,Soledad de Graciano Sánchez
Rinconada Chapultepec,Soledad de Graciano Sánchez
Urbana Central de Maquinaria,Soledad de Graciano Sánchez
Villa Fontana,Soledad de Graciano Sánchez
Jardín Chapultepec,Soledad de Graciano Sánchez
Hogares Populares Pavón 3a Sección,Soledad de Graciano Sánchez
Privada Iturbide,Soledad de Graciano Sánchez
Cerrada de las Huertas,Soledad de Graciano Sánchez
Cerrada Del Real,Soledad de Graciano Sánchez
Rinconada de las Rosas,Soledad de Graciano Sánchez
La Hormiga,Soledad de Graciano Sánchez
Las Palmas,Soledad de Graciano Sánchez
San Francisco,Soledad de Graciano Sánchez
San Antonio INFONAVIT,Soledad de Graciano Sánchez
Bosques de San Francisco,Soledad de Graciano Sánchez
Cerrada del Bosque,Soledad de Graciano Sánchez
Valle de San Isidro,Soledad de Graciano Sánchez
Los Puentes,Soledad de Graciano Sánchez
Quintas de Don Roberto,Soledad de Graciano Sánchez
Conjunto Residencial y Plaza Santa Clara,Soledad de Graciano Sánchez
Azaleas,Soledad de Graciano Sánchez
El Polvorín,Soledad de Graciano Sánchez
Fidel Velázquez,Soledad de Graciano Sánchez
General Genovevo Rivas Guillen,Soledad de Graciano Sánchez
Hogares Ferrocarrileros 1a Secc,Soledad de Graciano Sánchez
Hogares Ferrocarrileros 2a Secc,Soledad de Graciano Sánchez
Praderas del Maurel,Soledad de Graciano Sánchez
Puente Real,Soledad de Graciano Sánchez
San Antonio,Soledad de Graciano Sánchez
Bugambilias,Soledad de Graciano Sánchez
Hogares Ferrocarrileros 3a Secc,Soledad de Graciano Sánchez
General Genovevo Rivas Guillén Segunda Sección,Soledad de Graciano Sánchez
General Genovevo Rivas Guillén Tercera Sección,Soledad de Graciano Sánchez
Las Canteras,Soledad de Graciano Sánchez
Nuevo Testamento,Soledad de Graciano Sánchez
Villas Glorieta,Soledad de Graciano Sánchez
Real del Bosque,Soledad de Graciano Sánchez
5o Plano de la Genovevo Rivas Guillén,Soledad de Graciano Sánchez
San Francisco de Asís Norte,Soledad de Graciano Sánchez
Villas de San Francisco,Soledad de Graciano Sánchez
Rancho Blanco,Soledad de Graciano Sánchez
Misión de San Pedro,Soledad de Graciano Sánchez
Los Álamos,Soledad de Graciano Sánchez
Quintas Soledad,Soledad de Graciano Sánchez
Valle Real,Soledad de Graciano Sánchez
Graciano Sanchez,Soledad de Graciano Sánchez
Benito Juárez,Soledad de Graciano Sánchez
El Laurel,Soledad de Graciano Sánchez
Francisco Sarabia,Soledad de Graciano Sánchez
Jardines del Valle,Soledad de Graciano Sánchez
Unidad Ponciano Arriaga,Soledad de Graciano Sánchez
Unidad Ponciano Arriaga 2a Secc,Soledad de Graciano Sánchez
21 de Marzo,Soledad de Graciano Sánchez
Nuevo Foresta,Soledad de Graciano Sánchez
Villas del Potosí,Soledad de Graciano Sánchez
Reforma 2da. Sección,Soledad de Graciano Sánchez
Unidad Militar Foresta,Soledad de Graciano Sánchez
San Francisco de Asís,Soledad de Graciano Sánchez
Santa Mónica,Soledad de Graciano Sánchez
El Lavadero,Soledad de Graciano Sánchez
Jardines de Oriente,Soledad de Graciano Sánchez
Colinas del Márquez,Soledad de Graciano Sánchez
Villa Rica,Soledad de Graciano Sánchez
El Tucán,Soledad de Graciano Sánchez
El Refugio,Soledad de Graciano Sánchez
Rinconada del Palmar,Soledad de Graciano Sánchez
9 de Mayo,Soledad de Graciano Sánchez
Punta Diamante Residencial,Soledad de Graciano Sánchez
Privada Quinta del Sol,Soledad de Graciano Sánchez
Quinta Terra,Soledad de Graciano Sánchez
Quintas Valladolid,Soledad de Graciano Sánchez
Residencial Mayorazgo,Soledad de Graciano Sánchez
Primero de Mayo,Soledad de Graciano Sánchez
Foresta,Soledad de Graciano Sánchez
Hogares Obreros,Soledad de Graciano Sánchez
Los Gómez,Soledad de Graciano Sánchez
San Luis 1,Soledad de Graciano Sánchez
San Rafael,Soledad de Graciano Sánchez
Villa Alborada,Soledad de Graciano Sánchez
Los Cactus,Soledad de Graciano Sánchez
Colinas del Bosque,Soledad de Graciano Sánchez
La Sierra,Soledad de Graciano Sánchez
Villas del Cactus,Soledad de Graciano Sánchez
Arboledas de Oriente,Soledad de Graciano Sánchez
Bosques de Oriente,Soledad de Graciano Sánchez
Conjunto del Real,Soledad de Graciano Sánchez
Hacienda de las Cruces,Soledad de Graciano Sánchez
Prados de Soledad,Soledad de Graciano Sánchez
Privada San Sebastián,Soledad de Graciano Sánchez
Privada Santa Fe,Soledad de Graciano Sánchez
Puerta del Sol,Soledad de Graciano Sánchez
Rancho la Libertad,Soledad de Graciano Sánchez
Ejido los Gómez,Soledad de Graciano Sánchez
Real de San Pedro,Soledad de Graciano Sánchez
Rinconada B Anaya,Soledad de Graciano Sánchez
Rinconada de Cactus,Soledad de Graciano Sánchez
Sierra Bonita,Soledad de Graciano Sánchez
Valle del Cactus,Soledad de Graciano Sánchez
Villas de Foresta,Soledad de Graciano Sánchez
Valle del Agave,Soledad de Graciano Sánchez
Valle del Altiplano,Soledad de Graciano Sánchez
Valle del Huizache,Soledad de Graciano Sánchez
Quintas de La Hacienda,Soledad de Graciano Sánchez
Quintas de La Hacienda 2,Soledad de Graciano Sánchez
Villas del Sol,Soledad de Graciano Sánchez
Villa Jardín,Soledad de Graciano Sánchez
Quintas de La Hacienda 3a Secc,Soledad de Graciano Sánchez
Hacienda de los Morales,Soledad de Graciano Sánchez
Jardines del Sol,Soledad de Graciano Sánchez
Hacienda del Potrero,Soledad de Graciano Sánchez
Valle de Las Dunas,Soledad de Graciano Sánchez
Rinconada de Los Hornos,Soledad de Graciano Sánchez
Bosque Real,Soledad de Graciano Sánchez
Privada Quinta El Márquez,Soledad de Graciano Sánchez
Valle del Maguey,Soledad de Graciano Sánchez
Del Bosque,Soledad de Graciano Sánchez
Arboledas II,Soledad de Graciano Sánchez
Derechos Humanos,Soledad de Graciano Sánchez
El Tanquesito,Soledad de Graciano Sánchez
Emiliano Zapata,Soledad de Graciano Sánchez
Primero de Mayo 2a. Sección,Soledad de Graciano Sánchez
